Timestamp; MHD File
1742891803536; BronchoscopyVideo_1_20250325T093638_openCV_50.mhd
1742891803636; BronchoscopyVideo_1_20250325T093638_openCV_51.mhd
1742891803736; BronchoscopyVideo_1_20250325T093638_openCV_52.mhd
1742891803836; BronchoscopyVideo_1_20250325T093638_openCV_53.mhd
1742891803936; BronchoscopyVideo_1_20250325T093638_openCV_54.mhd
1742891804036; BronchoscopyVideo_1_20250325T093638_openCV_55.mhd
1742891804136; BronchoscopyVideo_1_20250325T093638_openCV_56.mhd
1742891804236; BronchoscopyVideo_1_20250325T093638_openCV_57.mhd
1742891804336; BronchoscopyVideo_1_20250325T093638_openCV_58.mhd
1742891804436; BronchoscopyVideo_1_20250325T093638_openCV_59.mhd
1742891804536; BronchoscopyVideo_1_20250325T093638_openCV_60.mhd
1742891804636; BronchoscopyVideo_1_20250325T093638_openCV_61.mhd
1742891804736; BronchoscopyVideo_1_20250325T093638_openCV_62.mhd
1742891804836; BronchoscopyVideo_1_20250325T093638_openCV_63.mhd
1742891804936; BronchoscopyVideo_1_20250325T093638_openCV_64.mhd
1742891805036; BronchoscopyVideo_1_20250325T093638_openCV_65.mhd
1742891805136; BronchoscopyVideo_1_20250325T093638_openCV_66.mhd
1742891805236; BronchoscopyVideo_1_20250325T093638_openCV_67.mhd
1742891805336; BronchoscopyVideo_1_20250325T093638_openCV_68.mhd
1742891805436; BronchoscopyVideo_1_20250325T093638_openCV_69.mhd
1742891805536; BronchoscopyVideo_1_20250325T093638_openCV_70.mhd
1742891805636; BronchoscopyVideo_1_20250325T093638_openCV_71.mhd
1742891805736; BronchoscopyVideo_1_20250325T093638_openCV_72.mhd
1742891805836; BronchoscopyVideo_1_20250325T093638_openCV_73.mhd
1742891805936; BronchoscopyVideo_1_20250325T093638_openCV_74.mhd
1742891806036; BronchoscopyVideo_1_20250325T093638_openCV_75.mhd
1742891806136; BronchoscopyVideo_1_20250325T093638_openCV_76.mhd
1742891806236; BronchoscopyVideo_1_20250325T093638_openCV_77.mhd
1742891806336; BronchoscopyVideo_1_20250325T093638_openCV_78.mhd
1742891806436; BronchoscopyVideo_1_20250325T093638_openCV_79.mhd
1742891806536; BronchoscopyVideo_1_20250325T093638_openCV_80.mhd
1742891806636; BronchoscopyVideo_1_20250325T093638_openCV_81.mhd
1742891806736; BronchoscopyVideo_1_20250325T093638_openCV_82.mhd
1742891806836; BronchoscopyVideo_1_20250325T093638_openCV_83.mhd
1742891806936; BronchoscopyVideo_1_20250325T093638_openCV_84.mhd
1742891807036; BronchoscopyVideo_1_20250325T093638_openCV_85.mhd
1742891807136; BronchoscopyVideo_1_20250325T093638_openCV_86.mhd
1742891807236; BronchoscopyVideo_1_20250325T093638_openCV_87.mhd
1742891807336; BronchoscopyVideo_1_20250325T093638_openCV_88.mhd
1742891807436; BronchoscopyVideo_1_20250325T093638_openCV_89.mhd
1742891807536; BronchoscopyVideo_1_20250325T093638_openCV_90.mhd
1742891807636; BronchoscopyVideo_1_20250325T093638_openCV_91.mhd
1742891807736; BronchoscopyVideo_1_20250325T093638_openCV_92.mhd
1742891807836; BronchoscopyVideo_1_20250325T093638_openCV_93.mhd
1742891807936; BronchoscopyVideo_1_20250325T093638_openCV_94.mhd
1742891808036; BronchoscopyVideo_1_20250325T093638_openCV_95.mhd
1742891808136; BronchoscopyVideo_1_20250325T093638_openCV_96.mhd
1742891808236; BronchoscopyVideo_1_20250325T093638_openCV_97.mhd
1742891808336; BronchoscopyVideo_1_20250325T093638_openCV_98.mhd
1742891808436; BronchoscopyVideo_1_20250325T093638_openCV_99.mhd
1742891808536; BronchoscopyVideo_1_20250325T093638_openCV_100.mhd
1742891808636; BronchoscopyVideo_1_20250325T093638_openCV_101.mhd
1742891808736; BronchoscopyVideo_1_20250325T093638_openCV_102.mhd
1742891808836; BronchoscopyVideo_1_20250325T093638_openCV_103.mhd
1742891808936; BronchoscopyVideo_1_20250325T093638_openCV_104.mhd
1742891809036; BronchoscopyVideo_1_20250325T093638_openCV_105.mhd
1742891809136; BronchoscopyVideo_1_20250325T093638_openCV_106.mhd
1742891809236; BronchoscopyVideo_1_20250325T093638_openCV_107.mhd
1742891809336; BronchoscopyVideo_1_20250325T093638_openCV_108.mhd
1742891809436; BronchoscopyVideo_1_20250325T093638_openCV_109.mhd
1742891809536; BronchoscopyVideo_1_20250325T093638_openCV_110.mhd
1742891809636; BronchoscopyVideo_1_20250325T093638_openCV_111.mhd
1742891809736; BronchoscopyVideo_1_20250325T093638_openCV_112.mhd
1742891809836; BronchoscopyVideo_1_20250325T093638_openCV_113.mhd
1742891809936; BronchoscopyVideo_1_20250325T093638_openCV_114.mhd
1742891810036; BronchoscopyVideo_1_20250325T093638_openCV_115.mhd
1742891810136; BronchoscopyVideo_1_20250325T093638_openCV_116.mhd
1742891810236; BronchoscopyVideo_1_20250325T093638_openCV_117.mhd
1742891810336; BronchoscopyVideo_1_20250325T093638_openCV_118.mhd
1742891810436; BronchoscopyVideo_1_20250325T093638_openCV_119.mhd
1742891810536; BronchoscopyVideo_1_20250325T093638_openCV_120.mhd
1742891810636; BronchoscopyVideo_1_20250325T093638_openCV_121.mhd
1742891810736; BronchoscopyVideo_1_20250325T093638_openCV_122.mhd
1742891810836; BronchoscopyVideo_1_20250325T093638_openCV_123.mhd
1742891810936; BronchoscopyVideo_1_20250325T093638_openCV_124.mhd
1742891811036; BronchoscopyVideo_1_20250325T093638_openCV_125.mhd
1742891811136; BronchoscopyVideo_1_20250325T093638_openCV_126.mhd
1742891811236; BronchoscopyVideo_1_20250325T093638_openCV_127.mhd
1742891811336; BronchoscopyVideo_1_20250325T093638_openCV_128.mhd
1742891811436; BronchoscopyVideo_1_20250325T093638_openCV_129.mhd
1742891811536; BronchoscopyVideo_1_20250325T093638_openCV_130.mhd
1742891811636; BronchoscopyVideo_1_20250325T093638_openCV_131.mhd
1742891811736; BronchoscopyVideo_1_20250325T093638_openCV_132.mhd
1742891811836; BronchoscopyVideo_1_20250325T093638_openCV_133.mhd
1742891811936; BronchoscopyVideo_1_20250325T093638_openCV_134.mhd
1742891812036; BronchoscopyVideo_1_20250325T093638_openCV_135.mhd
1742891812136; BronchoscopyVideo_1_20250325T093638_openCV_136.mhd
1742891812236; BronchoscopyVideo_1_20250325T093638_openCV_137.mhd
1742891812336; BronchoscopyVideo_1_20250325T093638_openCV_138.mhd
1742891812436; BronchoscopyVideo_1_20250325T093638_openCV_139.mhd
1742891812536; BronchoscopyVideo_1_20250325T093638_openCV_140.mhd
1742891812636; BronchoscopyVideo_1_20250325T093638_openCV_141.mhd
1742891812736; BronchoscopyVideo_1_20250325T093638_openCV_142.mhd
1742891812836; BronchoscopyVideo_1_20250325T093638_openCV_143.mhd
1742891812936; BronchoscopyVideo_1_20250325T093638_openCV_144.mhd
1742891813036; BronchoscopyVideo_1_20250325T093638_openCV_145.mhd
1742891813136; BronchoscopyVideo_1_20250325T093638_openCV_146.mhd
1742891813236; BronchoscopyVideo_1_20250325T093638_openCV_147.mhd
1742891813336; BronchoscopyVideo_1_20250325T093638_openCV_148.mhd
1742891813436; BronchoscopyVideo_1_20250325T093638_openCV_149.mhd
1742891813536; BronchoscopyVideo_1_20250325T093638_openCV_150.mhd
1742891813636; BronchoscopyVideo_1_20250325T093638_openCV_151.mhd
1742891813736; BronchoscopyVideo_1_20250325T093638_openCV_152.mhd
1742891813836; BronchoscopyVideo_1_20250325T093638_openCV_153.mhd
1742891813936; BronchoscopyVideo_1_20250325T093638_openCV_154.mhd
1742891814036; BronchoscopyVideo_1_20250325T093638_openCV_155.mhd
1742891814136; BronchoscopyVideo_1_20250325T093638_openCV_156.mhd
1742891814236; BronchoscopyVideo_1_20250325T093638_openCV_157.mhd
1742891814336; BronchoscopyVideo_1_20250325T093638_openCV_158.mhd
1742891814436; BronchoscopyVideo_1_20250325T093638_openCV_159.mhd
1742891814536; BronchoscopyVideo_1_20250325T093638_openCV_160.mhd
1742891814636; BronchoscopyVideo_1_20250325T093638_openCV_161.mhd
1742891814736; BronchoscopyVideo_1_20250325T093638_openCV_162.mhd
1742891814836; BronchoscopyVideo_1_20250325T093638_openCV_163.mhd
1742891814936; BronchoscopyVideo_1_20250325T093638_openCV_164.mhd
1742891815036; BronchoscopyVideo_1_20250325T093638_openCV_165.mhd
1742891815136; BronchoscopyVideo_1_20250325T093638_openCV_166.mhd
1742891815236; BronchoscopyVideo_1_20250325T093638_openCV_167.mhd
1742891815336; BronchoscopyVideo_1_20250325T093638_openCV_168.mhd
1742891815436; BronchoscopyVideo_1_20250325T093638_openCV_169.mhd
1742891815536; BronchoscopyVideo_1_20250325T093638_openCV_170.mhd
1742891815636; BronchoscopyVideo_1_20250325T093638_openCV_171.mhd
1742891815736; BronchoscopyVideo_1_20250325T093638_openCV_172.mhd
1742891815836; BronchoscopyVideo_1_20250325T093638_openCV_173.mhd
1742891815936; BronchoscopyVideo_1_20250325T093638_openCV_174.mhd
1742891816036; BronchoscopyVideo_1_20250325T093638_openCV_175.mhd
1742891816136; BronchoscopyVideo_1_20250325T093638_openCV_176.mhd
1742891816236; BronchoscopyVideo_1_20250325T093638_openCV_177.mhd
1742891816336; BronchoscopyVideo_1_20250325T093638_openCV_178.mhd
1742891816436; BronchoscopyVideo_1_20250325T093638_openCV_179.mhd
1742891816536; BronchoscopyVideo_1_20250325T093638_openCV_180.mhd
1742891816636; BronchoscopyVideo_1_20250325T093638_openCV_181.mhd
1742891816736; BronchoscopyVideo_1_20250325T093638_openCV_182.mhd
1742891816836; BronchoscopyVideo_1_20250325T093638_openCV_183.mhd
1742891816936; BronchoscopyVideo_1_20250325T093638_openCV_184.mhd
1742891817036; BronchoscopyVideo_1_20250325T093638_openCV_185.mhd
1742891817136; BronchoscopyVideo_1_20250325T093638_openCV_186.mhd
1742891817236; BronchoscopyVideo_1_20250325T093638_openCV_187.mhd
1742891817336; BronchoscopyVideo_1_20250325T093638_openCV_188.mhd
1742891817436; BronchoscopyVideo_1_20250325T093638_openCV_189.mhd
1742891817536; BronchoscopyVideo_1_20250325T093638_openCV_190.mhd
1742891817636; BronchoscopyVideo_1_20250325T093638_openCV_191.mhd
1742891817736; BronchoscopyVideo_1_20250325T093638_openCV_192.mhd
1742891817836; BronchoscopyVideo_1_20250325T093638_openCV_193.mhd
1742891817936; BronchoscopyVideo_1_20250325T093638_openCV_194.mhd
1742891818036; BronchoscopyVideo_1_20250325T093638_openCV_195.mhd
1742891818136; BronchoscopyVideo_1_20250325T093638_openCV_196.mhd
1742891818236; BronchoscopyVideo_1_20250325T093638_openCV_197.mhd
1742891818336; BronchoscopyVideo_1_20250325T093638_openCV_198.mhd
1742891818436; BronchoscopyVideo_1_20250325T093638_openCV_199.mhd
1742891818536; BronchoscopyVideo_1_20250325T093638_openCV_200.mhd
1742891818636; BronchoscopyVideo_1_20250325T093638_openCV_201.mhd
1742891818736; BronchoscopyVideo_1_20250325T093638_openCV_202.mhd
1742891818836; BronchoscopyVideo_1_20250325T093638_openCV_203.mhd
1742891818936; BronchoscopyVideo_1_20250325T093638_openCV_204.mhd
1742891819036; BronchoscopyVideo_1_20250325T093638_openCV_205.mhd
1742891819136; BronchoscopyVideo_1_20250325T093638_openCV_206.mhd
1742891819236; BronchoscopyVideo_1_20250325T093638_openCV_207.mhd
1742891819336; BronchoscopyVideo_1_20250325T093638_openCV_208.mhd
1742891819436; BronchoscopyVideo_1_20250325T093638_openCV_209.mhd
1742891819536; BronchoscopyVideo_1_20250325T093638_openCV_210.mhd
1742891819636; BronchoscopyVideo_1_20250325T093638_openCV_211.mhd
1742891819736; BronchoscopyVideo_1_20250325T093638_openCV_212.mhd
1742891819836; BronchoscopyVideo_1_20250325T093638_openCV_213.mhd
1742891819936; BronchoscopyVideo_1_20250325T093638_openCV_214.mhd
1742891820036; BronchoscopyVideo_1_20250325T093638_openCV_215.mhd
1742891820136; BronchoscopyVideo_1_20250325T093638_openCV_216.mhd
1742891820236; BronchoscopyVideo_1_20250325T093638_openCV_217.mhd
1742891820336; BronchoscopyVideo_1_20250325T093638_openCV_218.mhd
1742891820436; BronchoscopyVideo_1_20250325T093638_openCV_219.mhd
1742891820536; BronchoscopyVideo_1_20250325T093638_openCV_220.mhd
1742891820636; BronchoscopyVideo_1_20250325T093638_openCV_221.mhd
1742891820736; BronchoscopyVideo_1_20250325T093638_openCV_222.mhd
1742891820836; BronchoscopyVideo_1_20250325T093638_openCV_223.mhd
1742891820936; BronchoscopyVideo_1_20250325T093638_openCV_224.mhd
1742891821002; BronchoscopyVideo_1_20250325T093638_openCV_225.mhd
1742891821069; BronchoscopyVideo_1_20250325T093638_openCV_226.mhd
1742891821169; BronchoscopyVideo_1_20250325T093638_openCV_227.mhd
1742891821269; BronchoscopyVideo_1_20250325T093638_openCV_228.mhd
1742891821369; BronchoscopyVideo_1_20250325T093638_openCV_229.mhd
1742891821469; BronchoscopyVideo_1_20250325T093638_openCV_230.mhd
1742891821569; BronchoscopyVideo_1_20250325T093638_openCV_231.mhd
1742891821669; BronchoscopyVideo_1_20250325T093638_openCV_232.mhd
1742891821769; BronchoscopyVideo_1_20250325T093638_openCV_233.mhd
1742891821869; BronchoscopyVideo_1_20250325T093638_openCV_234.mhd
1742891821969; BronchoscopyVideo_1_20250325T093638_openCV_235.mhd
1742891822069; BronchoscopyVideo_1_20250325T093638_openCV_236.mhd
1742891822169; BronchoscopyVideo_1_20250325T093638_openCV_237.mhd
1742891822269; BronchoscopyVideo_1_20250325T093638_openCV_238.mhd
1742891822369; BronchoscopyVideo_1_20250325T093638_openCV_239.mhd
1742891822469; BronchoscopyVideo_1_20250325T093638_openCV_240.mhd
1742891822569; BronchoscopyVideo_1_20250325T093638_openCV_241.mhd
1742891822669; BronchoscopyVideo_1_20250325T093638_openCV_242.mhd
1742891822769; BronchoscopyVideo_1_20250325T093638_openCV_243.mhd
1742891822869; BronchoscopyVideo_1_20250325T093638_openCV_244.mhd
1742891822969; BronchoscopyVideo_1_20250325T093638_openCV_245.mhd
1742891823069; BronchoscopyVideo_1_20250325T093638_openCV_246.mhd
1742891823169; BronchoscopyVideo_1_20250325T093638_openCV_247.mhd
1742891823269; BronchoscopyVideo_1_20250325T093638_openCV_248.mhd
1742891823369; BronchoscopyVideo_1_20250325T093638_openCV_249.mhd
1742891823469; BronchoscopyVideo_1_20250325T093638_openCV_250.mhd
1742891823569; BronchoscopyVideo_1_20250325T093638_openCV_251.mhd
1742891823669; BronchoscopyVideo_1_20250325T093638_openCV_252.mhd
1742891823769; BronchoscopyVideo_1_20250325T093638_openCV_253.mhd
1742891823869; BronchoscopyVideo_1_20250325T093638_openCV_254.mhd
1742891823969; BronchoscopyVideo_1_20250325T093638_openCV_255.mhd
1742891824069; BronchoscopyVideo_1_20250325T093638_openCV_256.mhd
1742891824169; BronchoscopyVideo_1_20250325T093638_openCV_257.mhd
1742891824269; BronchoscopyVideo_1_20250325T093638_openCV_258.mhd
1742891824369; BronchoscopyVideo_1_20250325T093638_openCV_259.mhd
1742891824469; BronchoscopyVideo_1_20250325T093638_openCV_260.mhd
1742891824569; BronchoscopyVideo_1_20250325T093638_openCV_261.mhd
1742891824669; BronchoscopyVideo_1_20250325T093638_openCV_262.mhd
1742891824769; BronchoscopyVideo_1_20250325T093638_openCV_263.mhd
1742891824869; BronchoscopyVideo_1_20250325T093638_openCV_264.mhd
1742891824969; BronchoscopyVideo_1_20250325T093638_openCV_265.mhd
1742891825069; BronchoscopyVideo_1_20250325T093638_openCV_266.mhd
1742891825169; BronchoscopyVideo_1_20250325T093638_openCV_267.mhd
1742891825269; BronchoscopyVideo_1_20250325T093638_openCV_268.mhd
1742891825369; BronchoscopyVideo_1_20250325T093638_openCV_269.mhd
1742891825469; BronchoscopyVideo_1_20250325T093638_openCV_270.mhd
1742891825569; BronchoscopyVideo_1_20250325T093638_openCV_271.mhd
1742891825669; BronchoscopyVideo_1_20250325T093638_openCV_272.mhd
1742891825769; BronchoscopyVideo_1_20250325T093638_openCV_273.mhd
1742891825869; BronchoscopyVideo_1_20250325T093638_openCV_274.mhd
1742891825969; BronchoscopyVideo_1_20250325T093638_openCV_275.mhd
1742891826069; BronchoscopyVideo_1_20250325T093638_openCV_276.mhd
1742891826169; BronchoscopyVideo_1_20250325T093638_openCV_277.mhd
1742891826269; BronchoscopyVideo_1_20250325T093638_openCV_278.mhd
1742891826369; BronchoscopyVideo_1_20250325T093638_openCV_279.mhd
1742891826469; BronchoscopyVideo_1_20250325T093638_openCV_280.mhd
1742891826569; BronchoscopyVideo_1_20250325T093638_openCV_281.mhd
1742891826669; BronchoscopyVideo_1_20250325T093638_openCV_282.mhd
1742891826769; BronchoscopyVideo_1_20250325T093638_openCV_283.mhd
1742891826869; BronchoscopyVideo_1_20250325T093638_openCV_284.mhd
1742891826969; BronchoscopyVideo_1_20250325T093638_openCV_285.mhd
1742891827069; BronchoscopyVideo_1_20250325T093638_openCV_286.mhd
1742891827169; BronchoscopyVideo_1_20250325T093638_openCV_287.mhd
1742891827269; BronchoscopyVideo_1_20250325T093638_openCV_288.mhd
1742891827369; BronchoscopyVideo_1_20250325T093638_openCV_289.mhd
1742891827469; BronchoscopyVideo_1_20250325T093638_openCV_290.mhd
1742891827569; BronchoscopyVideo_1_20250325T093638_openCV_291.mhd
1742891827669; BronchoscopyVideo_1_20250325T093638_openCV_292.mhd
1742891827769; BronchoscopyVideo_1_20250325T093638_openCV_293.mhd
1742891827869; BronchoscopyVideo_1_20250325T093638_openCV_294.mhd
1742891827969; BronchoscopyVideo_1_20250325T093638_openCV_295.mhd
1742891828069; BronchoscopyVideo_1_20250325T093638_openCV_296.mhd
1742891828169; BronchoscopyVideo_1_20250325T093638_openCV_297.mhd
1742891828269; BronchoscopyVideo_1_20250325T093638_openCV_298.mhd
1742891828369; BronchoscopyVideo_1_20250325T093638_openCV_299.mhd
1742891828469; BronchoscopyVideo_1_20250325T093638_openCV_300.mhd
1742891828569; BronchoscopyVideo_1_20250325T093638_openCV_301.mhd
1742891828669; BronchoscopyVideo_1_20250325T093638_openCV_302.mhd
1742891828769; BronchoscopyVideo_1_20250325T093638_openCV_303.mhd
1742891828869; BronchoscopyVideo_1_20250325T093638_openCV_304.mhd
1742891828969; BronchoscopyVideo_1_20250325T093638_openCV_305.mhd
1742891829069; BronchoscopyVideo_1_20250325T093638_openCV_306.mhd
1742891829169; BronchoscopyVideo_1_20250325T093638_openCV_307.mhd
1742891829269; BronchoscopyVideo_1_20250325T093638_openCV_308.mhd
1742891829369; BronchoscopyVideo_1_20250325T093638_openCV_309.mhd
1742891829469; BronchoscopyVideo_1_20250325T093638_openCV_310.mhd
1742891829569; BronchoscopyVideo_1_20250325T093638_openCV_311.mhd
1742891829669; BronchoscopyVideo_1_20250325T093638_openCV_312.mhd
1742891829769; BronchoscopyVideo_1_20250325T093638_openCV_313.mhd
1742891829869; BronchoscopyVideo_1_20250325T093638_openCV_314.mhd
1742891829969; BronchoscopyVideo_1_20250325T093638_openCV_315.mhd
1742891830069; BronchoscopyVideo_1_20250325T093638_openCV_316.mhd
1742891830169; BronchoscopyVideo_1_20250325T093638_openCV_317.mhd
1742891830269; BronchoscopyVideo_1_20250325T093638_openCV_318.mhd
1742891830369; BronchoscopyVideo_1_20250325T093638_openCV_319.mhd
1742891830469; BronchoscopyVideo_1_20250325T093638_openCV_320.mhd
1742891830569; BronchoscopyVideo_1_20250325T093638_openCV_321.mhd
1742891830669; BronchoscopyVideo_1_20250325T093638_openCV_322.mhd
1742891830769; BronchoscopyVideo_1_20250325T093638_openCV_323.mhd
1742891830869; BronchoscopyVideo_1_20250325T093638_openCV_324.mhd
1742891830969; BronchoscopyVideo_1_20250325T093638_openCV_325.mhd
1742891831069; BronchoscopyVideo_1_20250325T093638_openCV_326.mhd
1742891831169; BronchoscopyVideo_1_20250325T093638_openCV_327.mhd
1742891831269; BronchoscopyVideo_1_20250325T093638_openCV_328.mhd
1742891831369; BronchoscopyVideo_1_20250325T093638_openCV_329.mhd
1742891831469; BronchoscopyVideo_1_20250325T093638_openCV_330.mhd
1742891831569; BronchoscopyVideo_1_20250325T093638_openCV_331.mhd
1742891831669; BronchoscopyVideo_1_20250325T093638_openCV_332.mhd
1742891831769; BronchoscopyVideo_1_20250325T093638_openCV_333.mhd
1742891831869; BronchoscopyVideo_1_20250325T093638_openCV_334.mhd
1742891831969; BronchoscopyVideo_1_20250325T093638_openCV_335.mhd
1742891832069; BronchoscopyVideo_1_20250325T093638_openCV_336.mhd
1742891832169; BronchoscopyVideo_1_20250325T093638_openCV_337.mhd
1742891832269; BronchoscopyVideo_1_20250325T093638_openCV_338.mhd
1742891832369; BronchoscopyVideo_1_20250325T093638_openCV_339.mhd
1742891832469; BronchoscopyVideo_1_20250325T093638_openCV_340.mhd
1742891832569; BronchoscopyVideo_1_20250325T093638_openCV_341.mhd
1742891832669; BronchoscopyVideo_1_20250325T093638_openCV_342.mhd
1742891832769; BronchoscopyVideo_1_20250325T093638_openCV_343.mhd
1742891832869; BronchoscopyVideo_1_20250325T093638_openCV_344.mhd
1742891832969; BronchoscopyVideo_1_20250325T093638_openCV_345.mhd
1742891833069; BronchoscopyVideo_1_20250325T093638_openCV_346.mhd
1742891833169; BronchoscopyVideo_1_20250325T093638_openCV_347.mhd
1742891833269; BronchoscopyVideo_1_20250325T093638_openCV_348.mhd
1742891833369; BronchoscopyVideo_1_20250325T093638_openCV_349.mhd
1742891833469; BronchoscopyVideo_1_20250325T093638_openCV_350.mhd
1742891833569; BronchoscopyVideo_1_20250325T093638_openCV_351.mhd
1742891833669; BronchoscopyVideo_1_20250325T093638_openCV_352.mhd
1742891833769; BronchoscopyVideo_1_20250325T093638_openCV_353.mhd
1742891833869; BronchoscopyVideo_1_20250325T093638_openCV_354.mhd
1742891833969; BronchoscopyVideo_1_20250325T093638_openCV_355.mhd
1742891834069; BronchoscopyVideo_1_20250325T093638_openCV_356.mhd
1742891834169; BronchoscopyVideo_1_20250325T093638_openCV_357.mhd
1742891834269; BronchoscopyVideo_1_20250325T093638_openCV_358.mhd
1742891834369; BronchoscopyVideo_1_20250325T093638_openCV_359.mhd
1742891834469; BronchoscopyVideo_1_20250325T093638_openCV_360.mhd
1742891834569; BronchoscopyVideo_1_20250325T093638_openCV_361.mhd
1742891834669; BronchoscopyVideo_1_20250325T093638_openCV_362.mhd
1742891834769; BronchoscopyVideo_1_20250325T093638_openCV_363.mhd
1742891834869; BronchoscopyVideo_1_20250325T093638_openCV_364.mhd
1742891834969; BronchoscopyVideo_1_20250325T093638_openCV_365.mhd
1742891835069; BronchoscopyVideo_1_20250325T093638_openCV_366.mhd
1742891835169; BronchoscopyVideo_1_20250325T093638_openCV_367.mhd
1742891835269; BronchoscopyVideo_1_20250325T093638_openCV_368.mhd
1742891835369; BronchoscopyVideo_1_20250325T093638_openCV_369.mhd
1742891835469; BronchoscopyVideo_1_20250325T093638_openCV_370.mhd
1742891835569; BronchoscopyVideo_1_20250325T093638_openCV_371.mhd
1742891835669; BronchoscopyVideo_1_20250325T093638_openCV_372.mhd
1742891835769; BronchoscopyVideo_1_20250325T093638_openCV_373.mhd
1742891835869; BronchoscopyVideo_1_20250325T093638_openCV_374.mhd
1742891835969; BronchoscopyVideo_1_20250325T093638_openCV_375.mhd
1742891836069; BronchoscopyVideo_1_20250325T093638_openCV_376.mhd
1742891836169; BronchoscopyVideo_1_20250325T093638_openCV_377.mhd
1742891836269; BronchoscopyVideo_1_20250325T093638_openCV_378.mhd
1742891836369; BronchoscopyVideo_1_20250325T093638_openCV_379.mhd
1742891836469; BronchoscopyVideo_1_20250325T093638_openCV_380.mhd
1742891836569; BronchoscopyVideo_1_20250325T093638_openCV_381.mhd
1742891836669; BronchoscopyVideo_1_20250325T093638_openCV_382.mhd
1742891836769; BronchoscopyVideo_1_20250325T093638_openCV_383.mhd
1742891836869; BronchoscopyVideo_1_20250325T093638_openCV_384.mhd
1742891836969; BronchoscopyVideo_1_20250325T093638_openCV_385.mhd
1742891837069; BronchoscopyVideo_1_20250325T093638_openCV_386.mhd
1742891837169; BronchoscopyVideo_1_20250325T093638_openCV_387.mhd
